source,path,modified,size,applied,note
new-raw-data-221092026-1114,UGIFT ASSET VERIFICATION LWAMATA T.C.C SEED SEC SCH (1).docx,2026-09-22T12:55:08+00:00,47060914,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,UGIFT ASSET VERIFICATION NTWETWE SEED SEC SCH.docx,2026-09-21T14:46:35+00:00,35644214,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,UGIFT MPASANA_CHRIST_THE_KING_SEED_SCHOOL.docx,2026-09-21T14:46:50+00:00,525468,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,UGIFT NSAMBYA_SEED_SCHOOL.docx,2026-09-21T14:47:01+00:00,494871,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,UGIFT ST_MATIA_MULUMBA_BIREMBO_SEED_SS.docx,2026-09-21T14:47:20+00:00,799400,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,WhatsApp Chat with DATA MANAGEMENT UGIFT.zip,2026-09-22T08:10:58+00:00,861218,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,fwdreportingtempalte.zip,2026-09-22T08:12:56+00:00,893797,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/ASSETS REGISTER FOR Rwanyamahembe Seed Secondary school-1.xlsx,2026-09-23T12:37:45+00:00,21781772,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,"new-raw-data-24092026-0535/Adobe Scan Sep 24, 2026.pdf",2026-09-24T12:37:59+00:00,12084864,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,"new-raw-data-24092026-0535/DEPAUL - BUNYORO, TOORO AND GREATER MITYANA -CURRENT.xls",2026-09-22T14:05:53+00:00,2149888,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/IMG_20260922_0002.pdf,2026-09-22T13:26:55+00:00,1069794,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/Sofia health centre 111 eastern division busia MC.pdf,2026-09-22T23:34:26+00:00,33097838,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT ASSET VERIFICATION LWAMATA T.C.C SEED SEC SCH (1).docx,2026-09-22T12:55:08+00:00,47060914,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT ASSET VERIFICATION NTWETWE SEED SEC SCH.docx,2026-09-22T12:55:15+00:00,35644214,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT DEPAUL.zip,2026-09-23T00:15:30+00:00,644119195,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT MPASANA_CHRIST_THE_KING_SEED_SCHOOL.docx,2026-09-22T12:54:43+00:00,525468,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT NSAMBYA_SEED_SCHOOL.docx,2026-09-22T12:54:54+00:00,494871,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT ST_MATIA_MULUMBA_BIREMBO_SEED_SS.docx,2026-09-22T12:55:02+00:00,799400,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/UGIFT asset verification.pdf,2026-09-23T19:16:29+00:00,912441,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/WhatsApp Chat with DATA MANAGEMENT UGIFT.zip,2026-09-24T02:34:16+00:00,672424600,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-0535/fwdreportingtempalte.zip,2026-09-23T15:26:18+00:00,3912846,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/ASSETS REGISTER FOR Rwanyamahembe Seed Secondary school-1.xlsx,2026-09-24T09:23:30+00:00,21781772,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/ASSETS REGISTER FOR Rwanyamahembe Seed Secondary school.xlsx,2026-09-24T09:23:19+00:00,21781787,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/MITOOMA  HCIIIs List.xlsx,2026-09-24T10:36:56+00:00,163282,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/Screenshot 2026-09-24 122044.png,2026-09-24T09:20:44+00:00,642817,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/Screenshot 2026-09-24 133702.png,2026-09-24T10:37:04+00:00,625860,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-24092026-1222/WhatsApp Chat with DATA MANAGEMENT UGIFT.zip,2026-09-24T10:04:31+00:00,706354420,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-25092026-0333/WhatsApp Chat with DATA MANAGEMENT UGIFT.zip,2026-09-25T00:55:43+00:00,745181047,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,new-raw-data-25092026-0333/fwdreportingtempalte_2.zip,2026-09-25T00:31:51+00:00,1682282,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,retoolkitsfromcentralteam.zip,2026-09-21T14:51:28+00:00,17144278,2026-09-25T09:23:21+00:00,already filed in _index.csv
new-raw-data-221092026-1114,toolkitsfromcentralteam.zip,2026-09-21T14:51:28+00:00,25642953,2026-09-25T09:23:21+00:00,already filed in _index.csv
